danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
0.742,0.844,10,-6.044,1,0.227,0.28,0,0.117,0.372,141.932,Rap
0.83,0.405,1,-8.484,1,0.411,0.0158,8.61E-06,0.241,0.188,147.07,Rap
0.772,0.737,10,-7.648,0,0.2,0.0189,9.39E-05,0.206,0.533,149.951,Rap
0.782,0.359,0,-9.335,0,0.283,0.199,1.05E-03,0.106,0.0708,143.041,Rap
0.619,0.607,1,-9.483,1,0.316,0.206,0,0.113,0.202,97.899,Rap
0.823,0.533,1,-3.762,1,0.0671,0.0656,3.93E-01,0.0905,0.265,130.021,Rap
0.762,0.41,8,-11.979,1,0.0551,0.278,3.43E-05,0.157,0.0813,100.047,Rap
0.675,0.7,3,-7.57,0,0.213,0.307,0,0.0977,0.775,128.934,Rap
0.524,0.468,10,-9.73,1,0.223,0.099,0.00131,0.112,0.149,121.874,Rap
0.617,0.579,5,-7.094,1,0.452,0.439,0,0.0777,0.28,118.477,Rap
0.672,0.574,9,-4.663,1,0.0993,0.0303,2.02E-06,0.18,0.106,103.019,Rap
0.719,0.727,1,-7.473,0,0.356,0.106,0.00E+00,0.176,0.0885,79.357,Rap
0.892,0.607,9,-7.232,0,0.367,0.144,0.000314,0.0909,0.244,120,Rap
0.86,0.456,2,-4.318,1,0.051,0.133,0.0166,0.0944,0.591,127.035,Rap
0.876,0.647,11,-3.917,1,0.28,0.16,0.00E+00,0.238,0.961,86.993,Rap
0.615,0.871,1,-3.804,1,0.281,0.0388,0.00E+00,0.246,0.338,119.149,Rap
0.711,0.543,0,-12.692,1,0.112,0.412,0.00E+00,0.505,0.801,102.008,Rap
0.601,0.87,1,-2.183,1,0.324,0.195,0,0.663,0.491,127.669,Rap
0.835,0.838,1,-6.283,0,0.111,0.167,0.00E+00,0.255,0.806,130.016,Rap
0.779,0.597,9,-9.652,0,0.434,0.723,4.47E-05,0.0508,0.646,173.986,Rap
0.839,0.437,5,-11.344,0,0.285,0.0438,2.75E-06,0.131,0.464,82.008,Rap
0.916,0.537,6,-9.79,0,0.245,0.188,2.86E-03,0.115,0.223,123.02,Rap
0.852,0.459,9,-9.658,1,0.391,0.00781,0.119,0.133,0.157,163.021,Rap
0.825,0.575,11,-4.87,1,0.0633,0.025,9.94E-06,0.205,0.65,153.954,Rap
0.575,0.662,9,-6.976,0,0.356,0.115,1.51E-06,0.214,0.297,100.647,Rap
0.802,0.523,4,-4.673,1,0.33,0.153,1.63E-04,0.145,0.479,179.99,Rap
0.723,0.585,1,-6.496,1,0.0471,0.0121,0,0.325,0.485,134.071,Rap
0.544,0.807,3,-6.951,0,0.34,0.364,0,0.143,0.622,94.825,Rap
0.763,0.598,11,-6.865,1,0.0539,0.0714,0,0.112,0.182,140.987,Rap
0.784,0.476,8,-9.963,1,0.328,0.0737,7.79E-04,0.221,0.187,77.059,Rap
0.664,0.671,10,-7.635,0,0.368,0.773,0,0.101,0.927,83.775,Rap
0.872,0.391,0,-9.144,0,0.242,0.469,4.13E-06,0.297,0.437,134.021,Rap
0.734,0.57,7,-7.066,0,0.133,0.847,2.14E-05,0.112,0.689,129.953,Rap
0.497,0.433,6,-7.126,0,0.235,0.0534,0,0.0545,0.447,78.479,Rap
0.654,0.655,11,-7.388,0,0.106,0.0294,0.00E+00,0.139,0.221,170.16,Rap
0.503,0.755,2,-6.556,1,0.303,0.251,0,0.162,0.127,78.881,Rap
0.702,0.762,8,-2.733,1,0.0328,0.00196,0.000451,0.142,0.233,95.019,Rap
0.71,0.404,1,-10.04,0,0.379,0.484,0,0.0953,0.398,139.553,Rap
0.831,0.558,1,-3.551,1,0.242,0.018,0.00E+00,0.094,0.338,141.974,Rap
0.664,0.595,9,-8.097,0,0.11,0.0225,2.77E-06,0.117,0.34,127.016,Rap
0.501,0.851,10,-5.111,0,0.292,0.0295,0,0.0775,0.627,95.058,Rap
0.763,0.726,1,-6.405,1,0.282,0.259,0,0.0976,0.349,139.059,Rap
0.623,0.651,4,-6.988,0,0.345,0.305,0,0.101,0.296,82.078,Rap
0.787,0.666,9,-7.719,0,0.0522,0.0704,0,0.0935,0.389,143.016,Rap
0.76,0.476,8,-8.103,1,0.241,0.294,0,0.1,0.354,147.01,Rap
0.58,0.531,5,-6.631,0,0.0776,0.128,0.000127,0.143,0.141,159.786,Rap
0.737,0.429,4,-10.252,0,0.0785,0.632,0.00E+00,0.104,0.147,99.955,Rap
0.574,0.787,11,-4.147,0,0.398,0.176,0.00E+00,0.0918,0.302,144.474,Rap
0.766,0.737,3,-8.312,0,0.167,0.0955,0.0327,0.0719,0.704,79.995,Rap
0.862,0.33,3,-10.619,0,0.241,0.243,0,0.0608,0.954,88.026,Rap
0.441,0.854,4,-5.509,0,0.486,0.00274,0,0.175,0.597,81.309,Rap
0.74,0.651,0,-4.932,1,0.242,0.0346,1.02E-06,0.123,0.176,120.106,Rap
0.862,0.666,2,-6.505,1,0.216,0.174,4.01E-06,0.135,0.178,136.247,Rap
0.867,0.496,0,-11.415,1,0.45,0.225,0.00E+00,0.305,0.265,93.97,Rap
0.419,0.764,9,-6.214,1,0.0555,0.0538,0,0.135,0.474,130.121,Rap
0.495,0.557,1,-12.163,1,0.516,0.507,0,0.105,0.478,76.204,Rap
0.435,0.625,10,-8.338,1,0.516,0.749,0.00E+00,0.0806,0.395,85.988,Rap
0.721,0.63,11,-7.787,0,0.2,0.0258,0,0.139,0.384,83.086,Rap
0.723,0.743,1,-11.342,1,0.26,0.256,3.15E-05,0.172,0.629,108,Rap
0.728,0.622,10,-9.905,0,0.0384,0.0768,3.19E-06,0.118,0.111,112.082,Rap
0.799,0.865,1,-3.506,1,0.0363,0.0729,2.66E-06,0.0607,0.651,128.011,Rap
0.614,0.655,9,-4.256,0,0.0558,0.25,0.000107,0.0895,0.459,179.948,Rap
0.825,0.364,2,-7.635,0,0.121,0.141,0.311,0.195,0.177,153.028,Rap
0.782,0.436,2,-7.033,1,0.155,0.331,1.30E-05,0.342,0.243,82.994,Rap
0.782,0.559,1,-7.545,1,0.258,0.00746,1.74E-05,0.232,0.076,156.018,Rap
0.592,0.403,0,-8.768,0,0.414,0.62,0.00E+00,0.54,0.391,105.169,Rap
0.515,0.802,10,-6.271,1,0.323,0.134,0,0.175,0.862,93.855,Rap
0.392,0.839,7,-1.921,1,0.193,0.158,0,0.3,0.232,168.001,Rap
0.681,0.659,9,-6.405,1,0.268,0.000856,8.17E-06,0.11,0.225,156.004,Rap
0.92,0.674,1,-5.662,0,0.264,0.307,0,0.104,0.741,141.967,Rap
0.809,0.58,1,-7.253,1,0.348,0.0856,0,0.115,0.146,157.961,Rap
0.878,0.676,6,-5.198,1,0.255,0.257,0,0.101,0.534,140.013,Rap
0.882,0.729,4,-5.094,0,0.23,0.339,9.94E-04,0.301,0.477,100.006,Rap
0.763,0.572,11,-7.312,0,0.0595,0.493,1.18E-03,0.106,0.25,151.93,Rap
0.812,0.398,9,-9.832,0,0.105,0.453,5.40E-06,0.12,0.189,119.955,Rap
0.588,0.479,1,-7.039,1,0.281,0.604,7.20E-06,0.527,0.434,150.414,Rap
0.665,0.535,4,-7.056,0,0.0572,0.0786,1.68E-05,0.154,0.37,138.842,Rap
0.823,0.536,1,-9.199,1,0.308,0.0311,9.17E-05,0.146,0.217,119.991,Rap
0.697,0.764,11,-7.097,0,0.251,0.00503,0.232,0.41,0.334,145.049,Rap
0.822,0.644,1,-7.992,1,0.19,0.196,0,0.0916,0.82,148.047,Rap
0.65,0.766,0,-5.222,1,0.279,0.357,0,0.149,0.445,81.721,Rap
0.959,0.686,8,-5.94,0,0.257,0.144,2.87E-06,0.078,0.811,127.973,Rap
0.749,0.398,5,-7.44,0,0.171,0.648,1.26E-06,0.115,0.0859,80.032,Rap
0.749,0.925,10,-5.034,1,0.227,0.241,0,0.52,0.641,86.989,Rap
0.577,0.593,9,-4.816,0,0.137,0.8,0,0.623,0.575,120.611,Rap
0.594,0.946,3,-4.521,1,0.452,0.0869,0,0.306,0.397,155.826,Rap
0.553,0.891,7,-3.388,1,0.505,0.0785,0,0.133,0.627,171.738,Rap
0.884,0.492,1,-5.343,0,0.112,0.16,0.00E+00,0.359,0.11,130.072,Rap
0.748,0.749,8,-5.916,0,0.516,0.142,0,0.0713,0.659,90.09,Rap
0.532,0.906,4,-6.118,0,0.446,0.168,0,0.14,0.547,140.684,Rap
0.949,0.661,5,-4.244,0,0.0572,0.0302,0,0.0454,0.76,104.504,Rap
0.897,0.559,11,-8.268,1,0.379,0.155,0.000127,0.296,0.677,106.991,Rap
0.78,0.768,6,-4.325,0,0.238,0.0371,2.34E-06,0.518,0.507,80.063,Rap
0.855,0.596,7,-4.147,1,0.307,0.135,0.00E+00,0.139,0.793,100.894,Rap
0.727,0.696,5,-4.472,0,0.0706,0.251,0,0.0726,0.467,132.077,Rap
0.717,0.664,9,-5.023,0,0.205,0.0529,0,0.096,0.717,94.331,Rap
0.764,0.724,1,-4.748,0,0.368,0.441,1.27E-06,0.177,0.826,84.797,Rap
0.924,0.74,8,-1.299,1,0.0774,0.0827,0.00E+00,0.163,0.621,133.974,Rap
0.74,0.94,9,-4.195,1,0.285,0.125,8.33E-05,0.132,0.489,89.981,Rap
0.785,0.871,4,-2.692,0,0.265,0.144,0.00E+00,0.309,0.315,87.248,Rap
0.692,0.744,2,-4.565,1,0.257,0.00868,4.23E-04,0.359,0.0612,171.374,Rap
0.887,0.725,2,-6.534,1,0.295,0.159,0,0.333,0.441,135.95,Rap
0.548,0.847,1,-3.237,1,0.186,0.0622,0,0.0816,0.1,171.447,Rap
0.797,0.533,0,-9.74,0,0.0412,0.0172,1.52E-04,0.103,0.329,131.036,Rap
0.82,0.809,4,-6.759,0,0.251,0.443,0.00175,0.0613,0.737,83.011,Rap
0.844,0.454,1,-9.028,1,0.259,0.0723,0.787,0.126,0.274,155.029,Rap
0.647,0.514,8,-10.05,1,0.0593,0.0655,0,0.398,0.387,79.974,Rap
0.714,0.932,6,-2.75,1,0.249,0.138,0,0.166,0.875,92.028,Rap
0.654,0.644,9,-8.509,1,0.285,0.00243,0,0.176,0.355,99.76,Rap
0.365,0.751,2,-5.429,1,0.304,0.000707,0,0.318,0.604,79.119,Rap
0.385,0.802,4,-5.977,0,0.358,0.118,9.03E-04,0.118,0.61,180.171,Rap
0.866,0.486,3,-6.711,0,0.291,0.0853,0,0.105,0.398,150.017,Rap
0.873,0.719,1,-5.948,1,0.248,0.03,0,0.333,0.858,93.281,Rap
0.874,0.64,10,-4.083,0,0.306,0.283,2.00E-06,0.137,0.687,80.991,Rap
0.761,0.847,7,-3.068,1,0.0417,0.0292,2.26E-06,0.39,0.765,91.519,Rap
0.785,0.86,1,-6.228,1,0.158,0.14,7.79E-06,0.107,0.78,97.893,Rap
0.489,0.824,4,-5.209,0,0.225,0.000832,0,0.0999,0.315,83.224,Rap
0.693,0.879,7,-5.24,1,0.0984,1.62E-02,0,0.26,0.474,101.335,Rap
0.801,0.908,2,-6.554,1,0.221,0.00253,6.55E-04,0.0698,0.805,87.279,Rap
0.726,0.651,10,-6.352,0,0.3,0.164,7.26E-06,0.303,0.382,164.113,Rap
0.792,0.753,6,-7.273,0,0.215,0.0191,0.0278,0.122,0.231,96.043,Rap
0.901,0.513,1,-10.029,1,0.305,0.0913,0,0.267,0.628,91.477,Rap
0.885,0.761,2,-7.779,1,0.116,0.00301,0,0.155,0.692,100.78,Rap
0.698,0.633,8,-4.946,1,0.0597,0.0605,1.94E-04,0.0926,0.552,96.924,Rap
0.734,0.667,2,-4.996,1,0.0871,0.092,2.12E-05,0.104,0.165,100.578,Rap
0.629,0.554,1,-6.759,1,0.326,0.28,0,0.158,0.308,126.694,Rap
0.768,0.471,2,-8.406,1,0.259,0.0201,0,0.268,0.405,131.023,Rap
0.856,0.652,1,-5.324,1,0.143,0.177,0,0.193,0.471,97.017,Rap
0.566,0.724,1,-4.574,1,0.323,0.00102,0,0.158,0.407,81.774,Rap
0.618,0.582,1,-9.454,1,0.297,0.625,3.84E-06,0.265,0.48,90.035,Rap
0.834,0.591,10,-7.543,0,0.305,0.0553,0.00E+00,0.074,0.9,104.944,Rap
0.748,0.496,7,-6.119,1,0.0557,0.0825,0,0.163,0.333,98.971,Rap
0.673,0.56,11,-8.184,0,0.0776,0.44,0,0.098,0.238,139.503,Rap
0.734,0.885,2,-5.601,1,0.21,0.14,0.0108,0.143,0.277,114.792,Rap
0.784,0.448,7,-7.672,1,0.37,0.166,0,0.136,0.531,127.874,Rap
0.713,0.688,5,-4.671,0,0.319,0.315,0,0.0928,0.271,101.775,Rap
0.867,0.663,10,-5.838,0,0.178,0.443,0,0.117,0.481,121.978,Rap
0.804,0.823,8,-5.837,1,0.0488,0.104,0,0.2,0.616,126.007,Rap
0.568,0.607,9,-7.438,0,0.108,0.0867,0,0.0972,0.269,95.056,Rap
0.827,0.643,10,-6.414,0,0.0899,0.257,0,0.094,0.433,95.965,Rap
0.777,0.57,1,-6.833,1,0.0472,0.0869,0.00E+00,0.121,0.321,139.993,Rap
0.742,0.72,0,-2.876,1,0.116,0.0402,0.000846,0.0839,0.97,77.011,Rap
0.824,0.584,10,-7.098,0,0.221,0.0718,0,0.106,0.219,139.965,Rap
0.555,0.611,10,-9.216,0,0.356,0.286,0.00106,0.273,0.411,94.939,Rap
0.503,0.508,10,-11.094,0,0.52,0.486,0.0102,0.124,0.317,81.908,Rap
0.654,0.753,11,-7.556,0,0.395,0.303,8.08E-05,0.13,0.371,110.722,Rap
0.652,0.458,1,-12.272,1,0.194,0.0282,0,0.664,0.174,100.046,Rap
0.802,0.424,1,-11.366,0,0.0627,0.603,7.73E-06,0.108,0.476,140.069,Rap
0.65,0.714,4,-5.318,0,0.038,0.133,0.000187,0.116,0.15,145.059,Rap
0.69,0.491,1,-7.01,0,0.095,0.0329,0,0.163,0.458,164.894,Rap
0.755,0.569,1,-7.996,1,0.05,0.0123,0,0.103,0.435,75.068,Rap
0.496,0.529,11,-9.243,0,0.0303,0.0495,1.78E-06,0.098,0.223,155.057,Rap
0.595,0.478,8,-11.36,1,0.139,0.0185,0,0.0272,0.264,167.75,Rap
0.698,0.323,6,-9.4,0,0.396,0.203,0,0.0939,0.328,161.933,Rap
0.819,0.432,4,-9.228,0,0.0589,0.679,0.00E+00,0.117,0.611,92.015,Rap
0.703,0.6,5,-7.751,1,0.354,0.605,0,0.087,0.522,160.128,Rap
0.627,0.41,0,-8.156,1,0.0349,0.279,0,0.107,0.0763,148.991,Rap
0.414,0.608,5,-11.439,1,0.32,0.258,0,0.148,0.803,168.409,Rap
0.699,0.304,1,-11.192,1,0.0993,0.779,9.93E-04,0.137,0.271,119.705,Rap
0.396,0.554,0,-5.048,1,0.0488,0.222,0,0.612,0.17,117.384,Rap
0.688,0.658,1,-4.155,1,0.0695,0.105,1.89E-06,0.335,0.28,75.615,Rap
0.738,0.862,1,-4.925,1,0.143,0.028,0,0.133,0.252,171.013,Rap
0.846,0.627,11,-8.463,1,0.284,0.121,0,0.378,0.533,84.015,Rap
0.82,0.71,1,-4.264,1,0.181,0.00299,0,0.197,0.518,159.981,Rap
0.767,0.503,0,-8.905,1,0.064,0.00891,0,0.18,0.324,139.907,Rap
0.67,0.689,11,-5.822,1,0.327,0.265,0.00E+00,0.282,0.639,158.16,Rap
0.802,0.582,1,-7.296,0,0.235,0.126,0.00E+00,0.161,0.338,150.002,Rap
0.715,0.441,8,-8.266,1,0.0584,0.0182,0,0.119,0.544,143.117,Rap
0.736,0.604,1,-7.357,0,0.222,0.0652,6.43E-05,0.124,0.574,155.007,Rap
0.485,0.783,11,-7.82,0,0.623,0.346,0,0.752,0.154,159.661,Rap
0.928,0.51,7,-7.343,1,0.275,0.0767,2.03E-06,0.107,0.129,139.997,Rap
0.769,0.775,7,-6.859,1,0.276,0.0895,0,0.139,0.598,81.987,Rap
0.866,0.543,1,-6.64,1,0.316,0.041,0.000173,0.105,0.289,139.074,Rap
0.764,0.614,9,-6.186,1,0.0497,0.01,0,0.241,0.118,142.002,Rap
0.768,0.622,8,-6.56,1,0.308,0.343,2.21E-06,0.0789,0.603,152.119,Rap
0.876,0.519,11,-6.531,1,0.143,0.202,0.00E+00,0.108,0.158,94.981,Rap
0.625,0.45,9,-9.985,1,0.0311,0.0776,0.000217,0.117,0.0362,92.974,Rap
0.801,0.679,4,-8.747,0,0.0527,0.17,8.85E-06,0.188,0.483,130.015,Rap
0.793,0.625,9,-6.726,1,0.072,0.67,4.75E-05,0.218,0.181,130.047,Rap
0.875,0.519,1,-3.056,1,0.0663,0.541,1.09E-05,0.109,0.0568,110.018,Rap
0.87,0.557,2,-6.867,1,0.0501,0.0429,0.00E+00,0.155,0.646,106.002,Rap
0.951,0.588,1,-9.458,1,0.0928,0.129,0.0604,0.101,0.301,125.012,Rap
0.876,0.573,0,-3.764,1,0.431,0.294,0.00E+00,0.121,0.756,92.236,Rap
0.691,0.487,1,-6.416,1,0.268,0.0299,0,0.0868,0.358,104.98,Rap
0.734,0.543,1,-7.979,1,0.4,0.186,0,0.372,0.336,78.168,Rap
0.678,0.567,10,-9.148,0,0.261,0.188,1.67E-06,0.164,0.658,84.039,Rap
0.623,0.473,8,-8.336,1,0.461,0.626,0,0.119,0.138,84.066,Rap
0.715,0.652,6,-7.909,0,0.396,0.101,0.00E+00,0.11,0.498,109.28,Rap
0.679,0.648,2,-5.892,1,0.445,0.145,0,0.182,0.635,94.378,Rap
0.672,0.729,1,-7.168,1,0.188,0.0334,0,0.123,0.352,135.843,Rap
0.718,0.628,10,-6.007,0,0.223,0.543,0,0.116,0.722,92.107,Rap
0.595,0.657,1,-6.498,0,0.183,0.462,5.97E-04,0.437,0.718,156.093,Rap
0.808,0.647,11,-6.947,0,0.166,0.0716,4.66E-04,0.205,0.29,110.036,Rap
0.687,0.672,0,-5.975,0,0.0573,0.198,0.00E+00,0.175,0.792,80.035,Rap
0.569,0.777,4,-4.041,0,0.0834,0.139,0.00E+00,0.132,0.181,164.027,Rap
0.75,0.56,8,-8.094,1,0.105,0.546,0,0.111,0.459,140.06,Rap
0.68,0.578,10,-5.804,1,0.04,0.331,0,0.135,0.341,145.038,Rap
0.625,0.536,0,-5.428,1,0.0776,0.038,2.31E-05,0.167,0.253,159.914,Rap
0.692,0.713,10,-4.489,0,0.351,0.343,0.00E+00,0.102,0.615,137.36,Rap
0.765,0.688,4,-5.566,1,0.0841,0.633,0.00E+00,0.0734,0.434,90.013,Rap
0.838,0.626,0,-4.214,1,0.0396,0.00211,5.93E-05,0.0221,0.108,97.994,Rap
0.904,0.445,0,-11.962,1,0.0445,0.43,1.15E-05,0.0944,0.213,99.976,Rap
0.771,0.662,2,-6.535,1,0.233,0.0506,3.43E-02,0.339,0.603,177.916,Rap
0.85,0.551,2,-7.663,1,0.355,0.255,2.54E-05,0.141,0.185,120.008,Rap
0.423,0.562,1,-8.384,0,0.211,0.255,0.0191,0.127,0.18,160.324,Rap
0.743,0.876,1,-4.326,1,0.301,0.099,0,0.119,0.574,149.041,Rap
0.677,0.655,7,-5.541,1,0.0433,0.0027,0.276,0.162,0.146,100.119,Rap
0.973,0.446,3,-9.355,0,0.0612,0.0303,1.75E-05,0.121,0.265,115.039,Rap
0.924,0.55,2,-6.402,1,0.252,0.00213,4.34E-05,0.101,0.298,139.992,Rap
0.852,0.721,3,-7.4,0,0.0751,0.354,0.000645,0.11,0.803,136.07,Rap
0.756,0.317,4,-15.468,0,0.0703,0.199,0.874,0.0746,0.108,121.001,Rap
0.583,0.829,1,-4.603,1,0.134,0.00864,0,0.0426,0.575,174.028,Rap
0.819,0.642,11,-9.309,0,0.311,0.108,0,0.0686,0.247,139.97,Rap
0.763,0.786,10,-6.472,0,0.229,0.0146,0.0114,0.0817,0.504,93.857,Rap
0.699,0.869,11,-4.263,0,0.238,0.0118,0,0.0982,0.616,93.612,Rap
0.902,0.72,6,-2.776,0,0.347,0.26,0,0.0749,0.805,90.059,Rap
0.613,0.66,0,-7.087,1,0.315,0.628,0,0.173,0.445,172.053,Rap
0.552,0.583,4,-8.497,1,0.238,0.515,0,0.235,0.71,88.44,Rap
0.539,0.937,1,-5.265,1,0.123,0.0599,2.00E-06,0.0915,0.775,87.924,Rap
0.847,0.289,2,-9.833,1,0.0617,0.417,0.00501,0.121,0.0659,104.248,Rap
0.794,0.653,7,-7.839,1,0.104,0.0489,4.88E-05,0.1,0.397,117.996,Rap
0.635,0.652,0,-4.303,0,0.127,0.0757,3.35E-05,0.337,0.322,147.955,Rap
0.742,0.711,10,-4.658,1,0.237,0.0614,6.23E-03,0.124,0.294,175.903,Rap
0.676,0.62,5,-6.343,0,0.0562,0.105,0,0.211,0.607,100.06,Rap
0.749,0.674,8,-6.756,0,0.229,0.406,0,0.296,0.396,124.917,Rap
0.8,0.488,1,-8.611,0,0.244,0.229,2.24E-06,0.12,0.459,135.049,Rap
0.654,0.78,2,-8.76,0,0.52,0.234,0,0.128,0.309,140.1,Rap
0.782,0.633,8,-4.644,1,0.341,0.0355,0,0.0615,0.749,150.055,Rap
0.754,0.449,7,-9.212,1,0.108,0.0329,7.84E-05,0.55,0.35,77.167,Rap
0.705,0.531,1,-7.944,1,0.0475,0.0079,4.41E-03,0.101,0.182,145.078,Rap
0.714,0.552,0,-7.931,1,0.291,0.367,0,0.117,0.158,144.013,Rap
0.772,0.597,6,-6.726,0,0.108,0.24,0,0.107,0.266,139.937,Rap
0.794,0.448,10,-4.771,0,0.0539,0.591,0,0.109,0.588,120.055,Rap
0.735,0.482,8,-9.445,1,0.139,0.00623,0.0144,0.448,0.315,181.995,Rap
0.7,0.556,7,-8.356,1,0.128,0.261,0,0.144,0.351,77.943,Rap
0.466,0.548,5,-9.362,0,0.118,0.42,1.01E-06,0.113,0.423,89.815,Rap
0.901,0.65,2,-4.137,1,0.0981,0.0038,0,0.111,0.295,100.298,Rap
0.936,0.585,0,-6.914,1,0.125,0.0142,0,0.132,0.242,124.991,Rap
0.821,0.804,11,-8.402,1,0.0699,0.0295,0.095,0.115,0.708,155.959,Rap
0.444,0.645,2,-5.696,1,0.271,0.0735,5.07E-06,0.142,0.413,169.862,Rap
0.661,0.797,1,-4.603,1,0.178,0.00688,0.000171,0.161,0.418,175.066,Rap
0.77,0.578,0,-6.209,1,0.106,0.0186,0,0.268,0.285,80.002,Rap
0.811,0.726,2,-6.726,1,0.323,0.362,1.88E-06,0.121,0.57,150.061,Rap
0.827,0.642,1,-4.29,0,0.242,0.00905,1.50E-06,0.0865,0.181,145.004,Rap
0.788,0.689,8,-7.211,1,0.13,0.0112,0,0.22,0.681,136.045,Rap
0.778,0.707,4,-3.606,0,0.0746,0.0459,0,0.111,0.458,126.684,Rap
0.794,0.715,6,-5.531,0,0.122,0.119,0,0.0838,0.327,138.028,Rap
0.615,0.704,10,-6.955,0,0.345,0.135,0,0.132,0.517,158.509,Rap
0.712,0.593,1,-7.672,0,0.0358,0.0042,0,0.114,0.549,149.967,Rap
0.745,0.834,8,-3.626,1,0.127,0.304,0,0.454,0.482,157.057,Rap
0.743,0.732,8,-4.511,1,0.104,0.0509,1.77E-05,0.227,0.339,123.994,Rap
0.836,0.62,9,-7.272,0,0.0554,0.5,1.21E-06,0.0244,0.579,107.975,Rap
0.811,0.361,7,-7.026,1,0.381,0.104,0.00E+00,0.0849,0.565,80.024,Rap
0.843,0.807,11,-8.24,1,0.208,0.0569,0,0.264,0.931,135.047,Rap
0.807,0.757,5,-7.876,1,0.279,0.17,0,0.0445,0.924,163.946,Rap
0.723,0.64,3,-9.338,1,0.163,0.494,0,0.113,0.836,77.003,Rap
0.717,0.684,8,-5.241,1,0.0907,0.0421,0,0.208,0.305,160.051,Rap
0.743,0.649,9,-6.375,1,0.0677,0.0138,4.83E-06,0.101,0.259,142.026,Rap
0.755,0.595,10,-4.912,0,0.124,0.0401,5.21E-05,0.117,0.716,141.999,Rap
0.831,0.814,2,-7.364,1,0.42,0.0598,0.0134,0.0556,0.389,156.985,Rap
0.7,0.4,7,-8.46,1,0.0465,0.212,0.000321,0.55,0.28,93.959,Rap
0.826,0.426,8,-9.426,1,0.238,0.392,1.77E-06,0.172,0.316,121.094,Rap
0.68,0.549,5,-8.277,0,0.244,0.0919,7.14E-05,0.548,0.29,162.874,Rap
0.678,0.395,9,-8.639,0,0.12,0.411,0.00544,0.122,0.136,170.065,Rap
0.791,0.557,7,-9.622,0,0.0698,0.54,0,0.103,0.284,119.973,Rap
0.649,0.561,0,-6.297,0,0.102,0.0273,0,0.122,0.311,170.036,Rap
0.781,0.792,9,-6.68,0,0.358,0.0051,0,0.563,0.527,160.042,Rap
0.563,0.456,10,-7.177,0,0.102,0.0643,0,0.161,0.195,181.48,Rap
0.66,0.491,8,-6.645,0,0.101,0.0338,0,0.101,0.376,154.132,Rap
0.728,0.584,10,-7.255,0,0.176,0.0524,0,0.0658,0.365,161.9,Rap
0.695,0.792,2,-7.533,1,0.068,0.0317,0.0186,0.116,0.256,130.137,Rap
0.939,0.551,1,-9.126,1,0.291,0.0311,0,0.192,0.42,118.552,Rap
0.809,0.737,1,-5.186,1,0.108,0.0441,0,0.341,0.367,80.025,Rap
0.876,0.786,10,-4.884,0,0.306,0.0627,0,0.127,0.575,153.068,Rap
0.904,0.756,10,-3.746,1,0.32,0.0692,0,0.339,0.342,140.005,Rap
0.511,0.566,6,-7.23,0,0.2,0.349,0,0.34,0.218,83.903,Rap
0.732,0.722,6,-7.456,0,0.0792,0.235,0,0.247,0.703,143.922,Rap
0.856,0.694,2,-4.393,1,0.169,0.371,0,0.109,0.489,122.08,Rap
0.753,0.532,2,-8.994,0,0.068,0.118,0,0.105,0.0988,86,Rap
0.879,0.662,2,-6.162,1,0.309,0.033,0.00E+00,0.716,0.724,117.975,Rap
0.823,0.768,11,-6.21,1,0.0819,0.0146,1.03E-06,0.127,0.216,115.021,Rap
0.402,0.526,9,-6.741,0,0.0904,0.113,8.33E-06,0.105,0.312,81.404,Rap
0.773,0.595,8,-6.062,0,0.161,0.114,2.47E-06,0.13,0.338,123.968,Rap
0.588,0.567,4,-3.738,0,0.0628,0.221,0,0.135,0.113,150.009,Rap
0.744,0.589,5,-1.218,0,0.0359,0.36,0,0.119,0.242,127.051,Rap
0.834,0.731,10,-5.603,0,0.0566,0.0462,0.00E+00,0.0731,0.681,140.001,Rap
0.668,0.844,1,-4.151,1,0.0956,0.00389,0.00879,0.119,0.33,159.108,Rap
0.774,0.529,5,-4.479,0,0.0532,0.0674,0,0.0814,0.227,138.072,Rap
0.749,0.794,0,-5.063,1,0.064,0.0193,0,0.543,0.46,135.959,Rap
0.684,0.791,5,-4.435,1,0.309,0.0939,0,0.359,0.529,153.992,Rap
0.815,0.737,7,-4.474,0,0.0447,0.25,1.55E-06,0.186,0.767,105.056,Rap
0.876,0.621,10,-6.611,0,0.278,0.27,0,0.138,0.697,134.978,Rap
0.508,0.921,5,-1.644,1,0.303,0.246,0,0.221,0.681,93.058,Rap
0.772,0.579,7,-9.996,1,0.474,0.092,0,0.123,0.58,162.957,Rap
0.761,0.528,7,-10.615,1,0.122,0.00246,0.000181,0.154,0.328,146.048,Rap
0.541,0.664,9,-8.208,0,0.372,0.0286,0,0.0897,0.581,167.933,Rap
0.702,0.698,6,-6.267,1,0.323,0.42,0,0.098,0.616,87.434,Rap
0.734,0.693,6,-8.765,1,0.301,0.452,1.23E-06,0.111,0.441,170.013,Rap
0.7,0.46,4,-8.111,0,0.0661,0.142,4.81E-05,0.111,0.286,151.901,Rap
0.603,0.649,11,-5.887,1,0.117,0.105,0,0.712,0.343,128.815,Rap
0.459,0.623,1,-4.45,1,0.0489,0.352,0.00E+00,0.131,0.205,126.018,Rap
