danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
0.718,0.776,7,-5.208,0,0.0693,0.000624,5.30E-06,0.207,0.622,120.015,RnB
0.605,0.793,7,-3.084,0,0.297,0.0825,0.00E+00,0.124,0.647,184.032,RnB
0.747,0.536,7,-8.148,1,0.211,0.0886,0,0.302,0.429,167.924,RnB
0.753,0.931,2,-4.922,1,0.0652,0.00994,0.00696,0.234,0.767,113.029,RnB
0.733,0.794,7,-6.909,1,0.223,0.259,0,0.483,0.832,191.754,RnB
0.61,0.431,0,-6.73,1,0.294,0.03,0.00E+00,0.099,0.463,136.878,RnB
0.845,0.768,6,-5.448,1,0.188,0.00733,5.04E-06,0.0575,0.96,200,RnB
0.485,0.874,8,-0.656,1,0.35,0.012,0,0.109,0.573,190.032,RnB
0.608,0.664,1,-5.78,1,0.21,0.312,0.00E+00,0.0436,0.704,152.016,RnB
0.742,0.468,10,-5.557,0,0.0625,0.0465,0,0.826,0.369,172.886,RnB
0.717,0.497,8,-9.66,1,0.054,0.0685,0,0.0869,0.423,134.004,RnB
0.693,0.599,9,-5.971,1,0.263,0.417,0,0.0963,0.632,147.886,RnB
0.707,0.879,9,-2.184,0,0.211,0.0182,4.81E-06,0.0603,0.711,147.919,RnB
0.702,0.89,7,-3.794,1,0.214,0.0701,0,0.385,0.887,166.115,RnB
0.724,0.705,2,-5.859,0,0.112,0.067,0,0.262,0.662,146.589,RnB
0.876,0.47,8,-7.069,1,0.168,0.189,0,0.0982,0.498,204.998,RnB
0.95,0.803,1,-4.195,1,0.151,0.145,0,0.0748,0.86,117,RnB
0.696,0.635,6,-5.463,0,0.0667,0.172,0.00E+00,0.265,0.832,155.268,RnB
0.471,0.801,8,-5.634,1,0.184,0.112,0,0.232,0.418,117.129,RnB
0.665,0.878,6,-4.745,0,0.206,0.00325,0,0.0663,0.394,186.094,RnB
0.749,0.605,8,-9.359,0,0.086,0.00186,3.81E-02,0.115,0.966,142.024,RnB
0.611,0.831,8,-4.721,1,0.0959,0.00399,0.00727,0.0266,0.353,190.061,RnB
0.746,0.817,10,-3.677,0,0.104,0.107,0,0.0797,0.863,167.928,RnB
0.875,0.857,9,-3.884,1,0.303,0.0539,0.00E+00,0.0518,0.825,135.961,RnB
0.57,0.821,2,-4.38,1,0.267,0.178,0,0.289,0.408,210.857,RnB
0.73,0.782,9,-5.473,1,0.154,0.0521,0.00E+00,0.059,0.609,146.192,RnB
0.548,0.923,8,-2.654,0,0.0527,0.0531,3.00E-06,0.0375,0.425,174.048,RnB
0.663,0.908,2,-3.185,1,0.241,0.079,0,0.36,0.446,197.872,RnB
0.598,0.905,7,-5.095,1,0.176,0.0275,0,0.172,0.645,143.015,RnB
0.726,0.802,0,-4.688,1,0.267,0.0592,0.00E+00,0.117,0.707,200.016,RnB
0.667,0.793,0,-7.106,1,0.0505,0.0863,0.00E+00,0.115,0.317,134.025,RnB
0.673,0.683,1,-5.693,1,0.115,0.522,0,0.235,0.713,171.86,RnB
0.772,0.891,1,-3.029,1,0.183,0.128,0,0.323,0.849,190.612,RnB
0.663,0.777,11,-4.954,0,0.109,0.277,0,0.0466,0.758,185.36,RnB
0.556,0.699,7,-6.264,1,0.35,0.6,0,0.0937,0.648,167.422,RnB
0.59,0.698,11,-4.262,1,0.0286,0.000176,0,0.107,0.352,191.95,RnB
0.684,0.552,3,-6.375,0,0.206,0.0243,0,0.0694,0.526,180.074,RnB
0.759,0.71,11,-4.736,0,0.169,0.147,0,0.333,0.729,151.091,RnB
0.648,0.759,6,-4.315,1,0.306,0.0142,0,0.648,0.518,171.992,RnB
0.789,0.55,11,-7.423,0,0.0473,0.174,0,0.0614,0.696,172.049,RnB
0.745,0.354,1,-6.544,1,0.0571,0.0686,0,0.151,0.415,168.006,RnB
0.655,0.54,9,-6.482,1,0.0516,0.268,0,0.068,0.43,159.966,RnB
0.941,0.701,7,-5.29,1,0.131,0.0298,0.000256,0.181,0.652,112.948,RnB
0.761,0.915,6,-3.019,0,0.195,0.0146,0,0.332,0.402,198.048,RnB
0.537,0.904,7,-5.042,1,0.157,0.0373,0,0.501,0.276,180.049,RnB
0.731,0.839,11,-5.899,1,0.106,0.047,0,0.272,0.673,185.992,RnB
0.746,0.666,10,-6.573,0,0.233,0.0548,0,0.313,0.391,180.07,RnB
0.463,0.79,6,-4.341,0,0.336,0.191,0,0.18,0.69,140.063,RnB
0.785,0.794,2,-2.197,1,0.113,0.103,0,0.196,0.783,210,RnB
0.424,0.531,1,-6.597,1,0.0966,0.503,0,0.204,0.406,136.928,RnB
0.67,0.66,0,-7.273,1,0.221,0.136,0,0.127,0.425,182.466,RnB
0.688,0.853,10,-5.814,1,0.0493,0.386,0,0.0862,0.743,207.986,RnB
0.762,0.748,0,-4.15,0,0.033,0.0266,0,0.348,0.851,110.009,RnB
0.658,0.892,1,-4.989,1,0.0322,0.00146,0,0.613,0.21,131.122,RnB
0.694,0.83,1,-4.816,0,0.104,0.0507,0,0.331,0.448,144.017,RnB
0.668,0.718,1,-4.736,0,0.0605,0.0165,0,0.104,0.345,183.986,RnB
0.874,0.59,5,-4.972,0,0.0474,0.129,0.000128,0.0502,0.608,125.978,RnB
0.752,0.714,7,-6.092,1,0.351,0.0646,0,0.307,0.637,174.064,RnB
0.705,0.684,0,-5.759,1,0.145,0.0353,0,0.206,0.246,200.012,RnB
0.638,0.727,7,-7.385,1,0.237,0.0128,0,0.111,0.303,150.064,RnB
0.7,0.857,4,-5.391,0,0.133,0.0703,5.67E-06,0.288,0.59,182.01,RnB
0.861,0.519,2,-6.404,1,0.112,0.136,0,0.123,0.519,163.932,RnB
0.815,0.806,0,-4.246,0,0.032,0.0786,2.76E-06,0.276,0.95,121.006,RnB
0.663,0.693,7,-5.776,0,0.0635,0.0379,0,0.162,0.391,120.026,RnB
0.596,0.83,6,-7.739,0,0.0863,0.0169,2.57E-05,0.585,0.682,188.398,RnB
0.741,0.759,0,-5.096,0,0.12,0.0218,0,0.628,0.362,194.168,RnB
0.655,0.488,1,-9.17,1,0.22,0.0825,1.16E-06,0.221,0.791,182.05,RnB
0.694,0.825,1,-5.986,1,0.111,0.0895,1.86E-05,0.0618,0.788,121.949,RnB
0.92,0.553,6,-5.068,1,0.191,0.236,0.00E+00,0.0767,0.947,112.022,RnB
0.79,0.499,1,-6.206,0,0.133,0.0092,0,0.102,0.577,164.009,RnB
0.763,0.781,6,-3.718,1,0.0357,0.00468,5.27E-06,0.116,0.914,212.03,RnB
0.532,0.828,1,-4.823,1,0.0669,3.03E-02,0,0.301,0.399,162.032,RnB
0.746,0.889,2,-5.637,1,0.0939,0.158,0,0.225,0.802,115.009,RnB
0.676,0.662,1,-6.438,1,0.0442,0.107,0,0.122,0.464,127.997,RnB
0.592,0.747,8,-4.439,0,0.135,0.0181,0,0.0752,0.704,167.858,RnB
0.591,0.658,0,-5.881,0,0.195,0.182,0,0.615,0.623,163.866,RnB
0.616,0.78,2,-6.062,1,0.0623,0.0322,0,0.173,0.471,110.005,RnB
0.677,0.435,7,-11.024,0,0.033,0.0985,0.721,0.111,0.0729,191.982,RnB
0.677,0.671,7,-4.905,1,0.0361,0.004,5.07E-05,0.413,0.527,137.046,RnB
0.499,0.623,8,-6.316,1,0.0518,0.133,0,0.159,0.318,143.485,RnB
0.488,0.685,1,-7.431,1,0.218,0.259,0,0.357,0.594,136.704,RnB
0.545,0.649,6,-4.062,1,0.0324,0.143,1.57E-05,0.0894,0.297,198.198,RnB
0.563,0.746,11,-4.832,0,0.101,0.17,5.58E-06,0.338,0.598,186.118,RnB
0.791,0.666,8,-5.484,1,0.341,0.0256,6.33E-06,0.0796,0.938,180.69,RnB
0.951,0.6,0,-4.675,0,0.0685,0.106,0,0.0712,0.822,125.04,RnB
0.646,0.766,8,-4.267,1,0.0357,0.0179,3.25E-06,0.117,0.504,153.037,RnB
0.694,0.511,8,-9.34,1,0.0449,0.274,0,0.166,0.931,174.028,RnB
0.679,0.657,6,-6.222,1,0.0423,0.0219,0,0.295,0.363,173.968,RnB
0.744,0.696,7,-8.313,0,0.162,0.0535,0.0454,0.128,0.563,190.14,RnB
0.84,0.493,11,-5.9,0,0.0475,0.332,0.00105,0.121,0.361,193.996,RnB
0.416,0.84,0,-4.298,1,0.0787,0.0139,0.00E+00,0.113,0.523,177.942,RnB
0.642,0.57,1,-4.966,1,0.0421,0.0235,0,0.329,0.731,184.084,RnB
0.644,0.852,1,-3.722,1,0.0486,0.102,0,0.088,0.529,127.525,RnB
0.686,0.705,0,-7.122,1,0.0798,0.00172,0,0.26,0.332,120.005,RnB
0.803,0.716,2,-3.956,1,0.267,0.0649,0,0.248,0.574,112.962,RnB
0.821,0.554,9,-5.993,1,0.0542,0.0586,2.81E-06,0.172,0.472,125.011,RnB
0.751,0.708,0,-5.653,1,0.0545,0.0482,1.85E-05,0.107,0.509,108.97,RnB
0.458,0.663,5,-2.92,0,0.0974,0.255,0,0.385,0.43,162.049,RnB
0.747,0.878,8,-3.533,1,0.0282,0.343,0,0.0872,0.557,212.008,RnB
0.554,0.803,5,-4.772,0,0.111,0.0153,0,0.16,0.658,160.01,RnB
0.701,0.822,5,-4.181,1,0.0738,0.0541,0,0.157,0.392,176.05,RnB
0.496,0.754,4,-5.48,0,0.32,0.00321,0,0.259,0.749,153.118,RnB
0.538,0.778,0,-5.7,1,0.0497,0.0106,0,0.201,0.626,168.07,RnB
0.62,0.558,11,-7.829,0,0.0465,0.0136,0,0.353,0.4,169.974,RnB
0.651,0.746,0,-4.683,1,0.262,0.0584,0,0.307,0.605,197.826,RnB
0.426,0.765,11,-4.858,1,0.297,0.0273,0,0.277,0.59,169.259,RnB
0.643,0.717,8,-4.876,0,0.506,0.184,0,0.152,0.46,181.786,RnB
0.713,0.471,1,-7.392,0,0.483,0.421,0,0.0308,0.781,199.765,RnB
0.818,0.735,1,-5.95,1,0.076,0.116,0,0.285,0.502,196.772,RnB
0.786,0.511,7,-6.66,1,0.286,0.0825,0,0.12,0.587,160,RnB
0.605,0.829,10,-2.377,0,0.444,0.0392,0,0.196,0.708,176.103,RnB
0.896,0.844,3,-4.231,0,0.1,2.59E-01,0.00121,0.203,0.962,120.997,RnB
0.674,0.616,8,-4.757,1,0.0432,0.118,0,0.289,0.63,155.936,RnB
0.624,0.653,8,-6.582,0,0.176,0.575,0,0.104,0.565,147.768,RnB
0.592,0.944,7,-2.94,1,0.111,0.043,0,0.365,0.574,124.42,RnB
0.657,0.695,2,-4.493,1,0.0321,0.0108,0,0.0822,0.683,131.994,RnB
0.615,0.711,11,-5.507,1,0.0779,0.0444,0,0.145,0.711,144.036,RnB
0.662,0.782,0,-8.069,1,0.041,0.0592,0,0.13,0.739,173.978,RnB
0.723,0.322,8,-9.702,1,0.0341,0.014,0,0.119,0.0406,180.126,RnB
0.706,0.909,8,-4.984,1,0.112,0.00202,2.16E-05,0.275,0.808,173.819,RnB
0.826,0.647,5,-6.306,0,0.0491,0.0277,1.52E-06,0.298,0.872,204.034,RnB
0.761,0.69,11,-5.56,1,0.11,0.0225,0,0.34,0.742,114.987,RnB
0.686,0.818,5,-5.111,0,0.241,0.0374,0,0.329,0.633,166.364,RnB
0.505,0.714,1,-6.937,1,0.0714,0.217,0,0.144,0.481,130.093,RnB
0.472,0.672,10,-4.997,0,0.212,0.358,0,0.108,0.392,163.626,RnB
0.833,0.681,1,-6.028,0,0.215,0.0956,0,0.0414,0.887,190.96,RnB
0.687,0.871,6,-5.469,1,0.171,0.0133,0,0.122,0.629,185.996,RnB
0.695,0.802,10,-5.071,1,0.0608,0.438,0,0.223,0.564,189.886,RnB
0.654,0.601,1,-6.071,1,0.312,0.059,0.00E+00,0.0994,0.436,128.919,RnB
0.873,0.869,1,-6.238,1,0.133,0.047,0.000722,0.0463,0.798,116.943,RnB
0.766,0.692,1,-4.672,1,0.0289,0.0825,0,0.0384,0.691,204.056,RnB
0.672,0.77,8,-5.454,1,0.295,0.0169,0,0.08,0.667,164.14,RnB
0.854,0.467,0,-9.417,1,0.0408,0.0425,0,0.322,0.384,199.94,RnB
0.855,0.569,5,-7.698,1,0.112,0.157,0,0.395,0.643,116.588,RnB
0.964,0.595,1,-6.887,0,0.109,0.0248,5.14E-06,0.0405,0.629,128.593,RnB
0.833,0.751,11,-7.117,1,0.0854,0.0113,0,0.0235,0.716,196.078,RnB
0.394,0.744,5,-5.465,0,0.276,0.00175,0,0.308,0.772,157.392,RnB
0.8,0.633,8,-4.875,0,0.0514,0.0901,0,0.0315,0.836,191.906,RnB
0.595,0.548,7,-6.761,0,0.115,0.00344,0,0.134,0.563,188.082,RnB
0.572,0.815,0,-5.342,0,0.16,0.127,0,0.107,0.6,146.177,RnB
0.589,0.655,8,-8.138,1,0.0488,0.057,0.000353,0.372,0.675,210.544,RnB
0.548,0.938,8,-4.97,1,0.279,0.235,0,0.531,0.334,197.736,RnB
0.889,0.676,1,-5.205,1,0.238,0.073,0.00E+00,0.0824,0.617,115.047,RnB
0.436,0.464,5,-8.22,1,0.0502,0.225,0,0.29,0.496,196.084,RnB
0.931,0.486,6,-10.558,1,0.139,0.0579,0,0.161,0.896,120.026,RnB
0.707,0.676,11,-6.739,0,0.22,0.0277,0,0.0603,0.932,184.155,RnB
0.546,0.585,4,-7.435,0,0.13,0.105,5.03E-05,0.098,0.7,123.746,RnB
0.57,0.493,5,-5.425,0,0.0863,0.00684,0,0.051,0.728,180.009,RnB
0.696,0.573,0,-8.531,1,0.0919,0.104,0,0.135,0.368,158.026,RnB
0.576,0.697,10,-4.192,1,0.326,0.0286,1.15E-06,0.167,0.501,175.906,RnB
0.834,0.687,1,-6.473,1,0.105,0.0885,0,0.144,0.491,199.504,RnB
0.676,0.913,4,-5.198,0,0.109,0.00103,3.54E-06,0.224,0.39,189.988,RnB
0.918,0.609,10,-5.64,0,0.0791,9.28E-02,0,0.139,0.304,128.008,RnB
0.706,0.579,5,-2.931,1,0.0339,0.676,0.00E+00,0.272,0.722,204.108,RnB
0.513,0.698,5,-6.716,0,0.124,0.398,0,0.153,0.502,123.512,RnB
0.719,0.72,10,-4.81,1,0.0362,6.93E-02,0.000203,0.0949,0.801,155.072,RnB
0.597,0.8,1,-5.423,0,0.312,0.0461,0,0.18,0.565,155.932,RnB
0.6,0.893,6,-3.051,0,0.141,0.0169,0,0.344,0.84,152.148,RnB
0.694,0.661,7,-4.847,1,0.118,0.00188,0,0.676,0.702,164.96,RnB
0.704,0.554,11,-5.68,0,0.028,0.00369,0.00444,0.246,0.545,180.136,RnB
0.825,0.615,5,-5.071,0,0.103,6.98E-02,0,0.254,0.943,120.016,RnB
0.615,0.559,4,-5.689,0,0.15,0.00757,0,0.337,0.234,170.178,RnB
0.58,0.594,9,-5.74,1,0.0724,0.0851,5.16E-06,0.109,0.198,189.062,RnB
0.426,0.654,9,-8.04,0,0.165,0.0949,0,0.309,0.244,208.194,RnB
0.615,0.801,6,-3.775,0,0.275,0.467,0,0.161,0.714,182.208,RnB
0.879,0.73,11,-4.369,0,0.164,0.114,0.00E+00,0.241,0.885,199.85,RnB
0.754,0.785,8,-4.969,1,0.0324,0.307,4.30E-06,0.36,0.964,124.759,RnB
0.772,0.502,5,-8.987,0,0.0962,0.186,0,0.0831,0.689,190.734,RnB
0.944,0.511,5,-10.96,0,0.161,0.042,0.00107,0.0379,0.842,113.046,RnB
0.838,0.594,4,-5.695,0,0.113,0.176,0,0.0867,0.507,180.076,RnB
0.317,0.532,1,-14.007,1,0.123,0.257,0,0.241,0.491,157.691,RnB
0.668,0.806,6,-3.9,1,0.239,0.232,0,0.18,0.721,190.044,RnB
0.51,0.817,0,-5.308,1,0.352,0.369,0,0.262,0.74,185.84,RnB
0.674,0.748,0,-4.772,0,0.0553,0.0462,0,0.0379,0.765,116.939,RnB
0.67,0.853,0,-4.828,1,0.113,0.0944,0,0.0727,0.89,150.073,RnB
0.713,0.703,7,-6.101,1,0.112,0.0612,0,0.173,0.762,154.99,RnB
0.44,0.727,11,-7.336,1,0.212,0.0522,0,0.103,0.653,179.99,RnB
0.792,0.808,5,-4.156,1,0.0963,0.335,0,0.269,0.709,184.128,RnB
0.654,0.869,1,-3.951,1,0.0402,0.0923,0,0.151,0.71,179.992,RnB
0.667,0.72,7,-7.338,1,0.247,0.0456,0.0036,0.763,0.588,187.818,RnB
0.819,0.778,1,-5.839,0,0.21,0.029,0,0.215,0.779,193.44,RnB
0.645,0.689,8,-6.102,1,0.0485,0.248,0,0.131,0.567,183.978,RnB
0.649,0.777,6,-5.567,0,0.0699,0.0138,0,0.331,0.637,141.018,RnB
0.621,0.641,10,-9.589,1,0.0478,0.0156,7.67E-05,0.186,0.311,190.006,RnB
0.623,0.58,5,-9.464,0,0.439,0.172,0,0.563,0.51,171.8,RnB
0.771,0.55,0,-7.96,1,0.049,0.0417,0,0.0951,0.645,186,RnB
0.802,0.573,1,-3.956,1,0.218,0.169,0,0.0632,0.66,186.93,RnB
0.606,0.722,6,-6.749,1,0.17,0.0712,0,0.563,0.599,145.776,RnB
0.744,0.524,7,-7.659,1,0.0945,0.00946,0,0.0868,0.612,179.93,RnB
0.774,0.512,11,-10.166,0,0.2,0.078,0,0.249,0.663,149.266,RnB
0.751,0.719,1,-4.997,1,0.161,0.0108,0.000917,0.191,0.65,191.798,RnB
0.47,0.785,1,-5.602,1,0.208,0.133,0,0.363,0.473,178.781,RnB
0.7,0.778,0,-4.409,1,0.321,0.0415,0,0.477,0.432,134.986,RnB
0.427,0.767,6,-5.783,1,0.143,0.0788,0,0.095,0.651,153.422,RnB
0.439,0.753,0,-4.799,0,0.0932,0.057,0,0.1,0.538,190.678,RnB
0.887,0.774,1,-6.108,1,0.0434,0.00933,0.0213,0.159,0.826,113,RnB
0.939,0.742,5,-5.171,0,0.0467,0.321,0,0.107,0.924,118.978,RnB
0.629,0.696,1,-5.572,0,0.348,0.0195,0,0.0554,0.623,186.068,RnB
0.788,0.613,1,-8.539,0,0.25,0.00914,0,0.137,0.648,179.97,RnB
0.527,0.696,1,-6.015,0,0.361,0.209,0,0.0516,0.499,201.228,RnB
0.668,0.787,1,-4.226,1,0.0429,0.109,0,0.21,0.478,200.118,RnB
0.638,0.522,7,-10.046,1,0.0682,0.00732,3.64E-06,0.136,0.441,169.783,RnB
0.759,0.549,5,-6.576,0,0.434,0.0787,0,0.264,0.704,174.926,RnB
0.733,0.664,8,-6.163,1,0.295,0.102,0,0.191,0.557,148.005,RnB
0.42,0.787,8,-4.467,1,0.294,0.0104,0,0.198,0.38,195.934,RnB
0.713,0.766,0,-6.225,0,0.111,0.0183,0,0.0799,0.507,215.404,RnB
0.541,0.789,8,-5.267,1,0.195,0.0171,0,0.362,0.623,147.846,RnB
0.708,0.59,2,-7.19,1,0.0714,0.101,0,0.221,0.183,201.994,RnB
0.669,0.532,5,-8.255,0,0.209,0.0038,0,0.268,0.386,177.466,RnB
0.693,0.778,10,-4.882,0,0.212,0.0809,0,0.0774,0.371,180.052,RnB
0.595,0.819,0,-6.186,0,0.143,0.192,0,0.0588,0.498,179.9,RnB
0.499,0.725,8,-10.568,1,0.103,0.0888,0,0.364,0.422,149.342,RnB
0.405,0.721,1,-6.97,1,0.283,0.329,0,0.252,0.815,185.708,RnB
0.495,0.883,11,-4.087,1,0.299,0.287,0,0.138,0.782,184.272,RnB
0.547,0.594,6,-8.389,1,0.155,0.0504,0,0.0746,0.501,163.8,RnB
0.646,0.77,2,-6.596,0,0.226,0.00249,0,0.0715,0.681,198.33,RnB
0.569,0.744,2,-5.757,0,0.181,0.369,0,0.256,0.59,145.063,RnB
0.772,0.692,2,-6.911,1,0.0568,0.0238,0,0.191,0.665,125.172,RnB
0.452,0.574,6,-8.336,1,0.31,0.246,0,0.189,0.58,185.582,RnB
0.699,0.699,8,-5.564,0,0.0737,0.358,0,0.0912,0.611,189.954,RnB
0.796,0.477,1,-7.161,1,0.108,0.314,0,0.12,0.685,119.928,RnB
0.723,0.639,7,-2.968,1,0.0308,0.0396,0,0.125,0.544,211.036,RnB
0.647,0.578,1,-5.019,1,0.158,0.496,0,0.106,0.814,139.728,RnB
0.458,0.445,9,-8.391,0,0.361,0.64,0,0.118,0.447,165.64,RnB
0.676,0.73,1,-5.963,1,0.267,0.00193,0,0.0627,0.489,178.117,RnB
0.637,0.521,4,-6.959,1,0.109,0.155,0,0.0945,0.562,167.792,RnB
0.622,0.492,3,-8.305,0,0.0665,0.335,0,0.222,0.425,126.12,RnB
0.805,0.494,1,-6.027,1,0.0363,0.00164,0,0.0798,0.408,115.049,RnB
0.816,0.5,1,-4.551,1,0.03,0.0227,1.53E-06,0.0733,0.649,124.037,RnB
0.787,0.527,1,-6.981,1,0.0512,0.0615,0,0.0656,0.807,133.107,RnB
0.618,0.505,8,-8.212,1,0.0549,0.0851,0.00E+00,0.325,0.559,150.076,RnB
0.828,0.58,7,-4.395,1,0.0941,0.0255,0,0.103,0.407,179.946,RnB
0.435,0.802,1,-6.871,1,0.324,0.00376,0,0.467,0.454,168.534,RnB
0.713,0.678,5,-3.525,0,0.102,0.273,0,0.149,0.734,138.009,RnB
0.677,0.682,9,-6.879,1,0.0361,0.0405,0,0.0351,0.875,212.558,RnB
0.588,0.847,11,-4.734,0,0.0675,0.0145,0,0.436,0.38,198.116,RnB
0.549,0.932,8,-4.11,0,0.343,0.0127,0,0.347,0.787,164.878,RnB
0.594,0.656,0,-6.906,1,0.134,0.0182,0,0.15,0.357,174.916,RnB
0.808,0.892,5,-4.352,0,0.137,0.065,0,0.298,0.933,151.99,RnB
0.893,0.74,11,-4.936,0,0.132,0.299,0,0.0881,0.963,202.05,RnB
0.531,0.615,5,-8.505,0,0.262,0.126,0,0.108,0.64,120.53,RnB
0.865,0.956,11,-1.468,0,0.278,3.81E-01,0,0.0326,0.823,196.238,RnB
0.528,0.706,2,-6.885,1,0.288,0.399,0,0.0366,0.495,162.986,RnB
0.743,0.828,3,-6.273,0,0.0692,0.167,0.744,0.132,0.753,114.725,RnB
0.583,0.792,1,-5.894,1,0.0533,0.00321,4.92E-05,0.315,0.397,160.11,RnB
0.791,0.681,10,-5.549,0,0.262,0.0566,0,0.293,0.866,189.93,RnB
0.698,0.722,5,-5.319,0,0.0799,0.173,0,0.289,0.67,180.232,RnB
0.688,0.404,9,-9.481,0,0.0818,0.377,0,0.0813,0.448,150.014,RnB
0.742,0.87,1,-4.873,1,0.0422,0.0464,1.34E-06,0.314,0.203,130.035,RnB
0.791,0.816,10,-5.014,0,0.149,0.0995,0,0.454,0.687,125.032,RnB
0.7,0.848,0,-3.479,1,0.246,0.0784,0,0.401,0.667,163.98,RnB
0.41,0.688,8,-2.228,0,0.0372,0.0331,0,0.205,0.465,189.607,RnB
0.657,0.629,6,-4.938,1,0.0782,0.194,0,0.254,0.726,187.97,RnB
0.57,0.58,1,-5.547,1,0.21,0.0124,0,0.0498,0.404,171.812,RnB
0.429,0.757,1,-2.912,1,0.0306,0.14,0,0.144,0.538,165.034,RnB
0.53,0.701,1,-6.12,1,0.345,0.175,0,0.118,0.793,170.233,RnB
0.606,0.591,0,-7.228,0,0.087,0.0756,0,0.328,0.477,191.604,RnB
0.796,0.705,5,-4.82,0,0.0358,0.0332,2.14E-06,0.0809,0.774,113.964,RnB
0.733,0.405,7,-8.74,1,0.0278,0.291,0,0.365,0.467,200.04,RnB
0.673,0.766,11,-5.018,1,0.349,0.0724,0,0.0563,0.382,148.113,RnB
0.679,0.601,6,-6.201,1,0.207,0.0989,0,0.123,0.725,132.995,RnB
0.782,0.855,0,-5.919,0,0.12,0.251,0,0.253,0.683,107.867,RnB
0.847,0.6,2,-7.737,1,0.155,0.00544,0,0.398,0.729,147.966,RnB
0.742,0.762,8,-4.043,1,0.0575,0.0202,0,0.0921,0.367,182.018,RnB
0.802,0.478,8,-8.154,1,0.114,0.0525,0,0.0976,0.894,128.941,RnB
0.668,0.664,8,-4.736,1,0.0374,0.0205,0,0.112,0.338,114.991,RnB
0.718,0.588,1,-4.192,1,0.0318,0.0525,0,0.0991,0.812,121.22,RnB
0.677,0.422,5,-8.443,0,0.0356,0.395,0,0.288,0.19,130.2,RnB
0.822,0.714,1,-3.902,1,0.0339,0.0427,0,0.255,0.342,113.717,RnB
0.764,0.742,1,-2.33,1,0.18,0.0111,8.46E-05,0.321,0.504,176.874,RnB
0.878,0.417,7,-6.799,1,0.361,0.0444,0,0.0833,0.904,154.98,RnB
0.694,0.719,7,-4.538,1,0.0484,0.00131,1.47E-05,0.0714,0.352,129.961,RnB
0.829,0.428,0,-9.469,1,0.0831,0.056,0.00413,0.137,0.45,148.075,RnB
0.701,0.724,0,-5.751,0,0.145,0.267,0,0.0867,0.425,132.035,RnB
0.779,0.695,1,-5.048,1,0.325,0.00629,0,0.394,0.534,165.968,RnB
0.74,0.895,2,-6.36,0,0.189,0.459,6.59E-06,0.0433,0.958,196.082,RnB
0.774,0.653,8,-5.158,0,0.05,0.0912,0,0.151,0.818,120.01,RnB
0.746,0.717,10,-5.788,0,0.127,0.189,0,0.0704,0.475,109.754,RnB
0.708,0.468,11,-9.213,0,0.0548,0.726,0,0.319,0.664,134.043,RnB
0.488,0.633,11,-7.289,0,0.381,0.0587,0,0.145,0.728,200.183,RnB
0.814,0.494,8,-7.167,1,0.0846,0.624,0,0.0888,0.607,128.083,RnB
0.908,0.666,8,-6.84,0,0.124,0.262,0,0.147,0.278,213.826,RnB
0.623,0.487,1,-7.954,1,0.113,0.0322,0,0.146,0.507,138.893,RnB
0.65,0.753,2,-4.745,0,0.0632,0.324,0,0.307,0.616,164.956,RnB
0.975,0.711,8,-3.904,1,0.0632,0.168,0.000552,0.0799,0.815,110.621,RnB
0.634,0.649,6,-7.505,0,0.0486,0.0315,0,0.482,0.509,180.964,RnB
0.81,0.538,0,-5.784,0,0.0356,0.528,0,0.0951,0.828,109.97,RnB
0.577,0.75,5,-6.62,0,0.0995,0.00853,0,0.233,0.577,143.544,RnB
0.722,0.329,0,-11.617,0,0.108,0.088,0,0.081,0.166,199.982,RnB
0.732,0.549,0,-4.194,1,0.0312,0.163,6.01E-05,0.122,0.479,131.006,RnB
0.758,0.689,1,-3.942,1,0.107,0.15,0,0.335,0.882,163.994,RnB
0.588,0.614,5,-5.857,0,0.0726,0.31,0,0.321,0.59,121.299,RnB
0.725,0.657,11,-6.065,1,0.151,0.226,0,0.0928,0.441,140.001,RnB
0.675,0.501,10,-6.183,1,0.22,0.0541,0,0.429,0.532,139.861,RnB
0.819,0.299,5,-11.964,0,0.122,0.153,0,0.3,0.515,121.913,RnB
0.703,0.782,5,-4.16,1,0.141,0.202,0,0.476,0.862,182.058,RnB
0.706,0.751,9,-6.323,1,0.0708,0.173,0,0.168,0.195,182.062,RnB
0.672,0.585,0,-5.797,1,0.0582,0.192,0,0.156,0.834,155.996,RnB
0.524,0.635,5,-7.22,0,0.302,0.27,0,0.341,0.603,127.618,RnB
0.641,0.72,11,-4.326,1,0.0552,0.0102,0,0.154,0.578,155.938,RnB
0.687,0.668,5,-4.061,1,0.0282,0.0253,0,0.744,0.418,113.053,RnB
0.392,0.839,7,-1.921,1,0.193,0.158,0,0.3,0.232,168.001,RnB
0.66,0.666,9,-4.342,1,0.0472,0.0759,0,0.0268,0.933,179.95,RnB
0.743,0.675,8,-4.267,0,0.0953,0.0251,0.000717,0.0685,0.59,185.818,RnB
0.834,0.696,5,-3.224,1,0.197,0.11,0,0.13,0.804,188.18,RnB
0.843,0.806,4,-5.946,0,0.269,0.143,0,0.0771,0.613,189.896,RnB
0.605,0.633,1,-5.899,0,0.251,0.119,0,0.225,0.592,174.52,RnB
0.647,0.749,8,-5.019,1,0.0478,0.0386,0,0.298,0.659,153.68,RnB
